,TOT_POP,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,Physicians,Patient Care,Primary Care,Patient Care Primary Care,General Surgeons,Patient Care General Surgeons,nurse practitioners,physician assistants,Total Hospitals (2019),Internal Medicine,Medicine/General,Specialist,ICU Beds_x,Total Population,Population Aged 60+,COUNTY_NAME,STATE_NAME,anycondition_prevalence,anycondition_Lower 95% CI,anycondition_Upper 95% CI,anycondition_number,Obesity_prevalence,Obesity_Lower 95% CI,Obesity_Upper 95% CI,Obesity_number,Heart disease_prevalence,Heart disease_Lower 95% CI,Heart disease_Upper 95% CI,Heart disease_number,COPD_prevalence,COPD_Lower 95% CI,COPD_Upper 95% CI,COPD_number,diabetes_prevalence,diabetes_Lower 95% CI,diabetes_Upper 95% CI,diabetes_number,CKD_prevalence,CKD_Lower 95% CI,CKD_Upper 95% CI,CKD_number,Urban_rural_code
2923,14523,331,190,374,532,25115,27381,24392,16533,8188,229.5,205.0,80.1,72.3,7.0,6.2,83.63723448,41.3651386,2.720871843,84.26816128,92.31247803,254.4212338,40,194174,45832,624,40,49.9,48.0,51.7,77216,35.2,34.0,36.4,54430,8.0,7.3,8.8,12372,9.1,7.9,10.5,14134,13.8,12.8,14.7,21295,3.4,3.2,3.6,5227,3
2924,14523,331,190,374,532,18838,22135,29363,25294,10537,229.5,205.0,80.1,72.3,7.0,6.2,78.72826839,38.93727183,2.561174219,79.32216386,86.89433112,239.4883487,24,179316,56939,1192,40,37.9,36.0,39.6,58238,28.4,27.2,29.5,43649,7.9,7.1,8.8,12183,7.3,6.1,8.6,11237,11.0,10.1,12.0,16977,3.4,3.2,3.7,5240,4
2925,14523,331,190,374,532,27867,28479,23587,14320,5395,229.5,205.0,80.1,72.3,7.0,6.2,92.2349129,45.61736145,3.000570009,92.93069725,101.8019477,280.5750391,0,204632,37127,1413,40,48.2,46.5,49.7,81061,38.8,37.5,40.0,65317,6.2,5.7,6.7,10444,7.0,6.2,7.9,11855,12.4,11.6,13.1,20863,2.9,2.7,3.0,4825,3
2926,14523,331,190,374,532,47730,51656,49388,29683,13855,229.5,205.0,80.1,72.3,7.0,6.2,169.3357591,83.74974602,5.508801216,170.6131623,186.9000529,515.1128325,221,387847,82073,1414,40,38.9,37.2,40.7,126793,30.7,29.4,31.9,100073,5.9,5.4,6.5,19360,6.4,5.5,7.4,20766,11.0,10.2,11.8,35798,2.9,2.7,3.1,9435,3
2927,14523,331,190,374,532,20993,21921,17533,10010,4354,229.5,205.0,80.1,72.3,7.0,6.2,67.01883863,33.14604513,2.180245104,67.52440271,73.97034476,203.8687161,0,151716,28002,811,40,44.0,42.2,45.7,53427,35.9,34.7,37.0,43594,6.2,5.6,6.7,7505,6.7,5.8,7.7,8153,12.1,11.4,12.9,14723,2.9,2.7,3.1,3515,3
2928,14523,331,190,374,532,17133,18020,16846,10514,4964,229.5,205.0,80.1,72.3,7.0,6.2,57.63727755,28.50613114,1.875045804,58.07207078,63.61568446,175.33037,98,138537,30487,1421,40,50.4,48.6,52.0,53166,39.4,38.1,40.6,41594,7.8,7.2,8.5,8267,8.5,7.4,9.6,8935,14.9,14.0,15.8,15679,3.6,3.4,3.8,3769,4
2929,14523,331,190,374,532,65514,67219,57899,36491,17813,229.5,205.0,80.1,72.3,7.0,6.2,214.5197736,106.0967669,6.97871965,216.1380274,236.7707638,652.5608577,137,490332,100264,1423,40,42.5,40.7,44.3,168235,32.3,31.0,33.5,127859,6.7,6.1,7.4,26440,6.8,5.7,7.9,26743,11.3,10.5,12.1,44747,3.0,2.8,3.1,11688,3
2930,14523,331,190,374,532,39346,47798,58219,38519,14024,229.5,205.0,80.1,72.3,7.0,6.2,143.5715093,71.00731414,4.670643161,144.654557,158.4634151,436.7389808,100,310186,90290,1425,40,46.1,44.3,47.9,130225,34.6,33.3,35.8,97721,8.8,8.1,9.7,24965,9.3,8.0,10.8,26384,14.4,13.4,15.5,40680,3.5,3.3,3.8,9982,3
2931,14523,331,190,374,532,38833,40313,34992,20873,9833,229.5,205.0,80.1,72.3,7.0,6.2,123.081676,60.87349274,4.004071495,124.0101563,135.8482807,374.4096998,55,281870,59280,1427,40,41.2,39.3,42.9,93304,31.3,29.9,32.6,70969,6.7,6.1,7.4,15260,7.2,6.0,8.4,16289,11.1,10.2,11.9,25111,2.9,2.8,3.2,6683,3
2932,14523,331,190,374,532,48368,48525,41347,23055,10947,229.5,205.0,80.1,72.3,7.0,6.2,172.9531335,85.53881994,5.626481006,174.2578248,190.8926382,526.1167457,211,404869,68651,524,40,42.6,41.0,44.3,138891,36.3,35.0,37.5,118318,5.8,5.3,6.2,18763,5.8,5.1,6.6,18970,11.0,10.3,11.7,35795,2.8,2.7,3.0,9167,3
2933,14523,331,190,374,532,39072,41955,35695,23104,10899,229.5,205.0,80.1,72.3,7.0,6.2,130.9480365,64.76402183,4.259978557,131.9358576,144.5305768,398.3388645,39,297732,63159,1433,40,43.3,41.6,45.0,104525,35.8,34.7,36.9,86417,7.1,6.5,7.8,17184,8.0,6.9,9.2,19357,12.8,11.9,13.7,30940,3.2,3.0,3.4,7706,3
2934,14523,331,190,374,532,39029,36886,30104,17892,7636,229.5,205.0,80.1,72.3,7.0,6.2,114.3567574,56.55833971,3.720233975,115.2194204,126.218373,347.8688349,24,251664,48997,803,40,42.2,40.4,43.9,87564,33.0,31.8,34.1,68516,6.3,5.7,7.0,13022,6.8,5.9,8.0,14222,10.9,10.1,11.7,22562,2.8,2.6,3.0,5835,2
2935,14523,331,190,374,532,22422,23407,20594,9712,6084,240.4,219.1,92.8,84.8,9.2,8.6,103.4082166,88.32329708,12.46145528,74.11286562,118.2745142,209.4398975,54,183660,32585,1461,41,37.8,35.8,39.6,54357,30.9,29.7,32.3,44442,6.0,5.5,6.7,8689,4.9,4.1,5.7,7047,8.8,8.0,9.5,12592,2.5,2.3,2.7,3587,4
2936,14523,13688,15778,15629,14788,16566,19127,17668,12167,5938,253.1,225.8,85.1,77.8,8.1,7.4,111.5203747,23.12670262,2.231183558,69.59352542,48.23236805,196.014326,16,127135,32770,4,42,48.8,46.6,51.1,51164,37.2,35.5,39.0,38982,8.6,7.8,9.5,9041,10.1,8.6,11.8,10575,12.5,11.4,13.5,13065,3.2,3.0,3.5,3383,3
2937,14523,331,190,374,532,83837,80844,68113,35280,19378,253.1,225.8,85.1,77.8,8.1,7.4,588.0331161,121.944237,11.76475441,366.9580354,254.3232997,1033.55925,614,678322,113356,1206,42,37.5,35.8,39.2,205657,31.5,30.2,32.7,172796,6.1,5.5,6.6,33256,7.1,6.1,8.3,38870,10.6,9.9,11.4,58228,2.8,2.6,2.9,15193,1
2938,14523,331,190,374,532,44571,47747,44890,27458,15773,253.1,225.8,85.1,77.8,8.1,7.4,309.2928855,64.14006951,6.188010062,193.0121052,133.7686349,543.6301361,215,354589,81748,306,42,47.2,45.3,49.1,136261,36.3,34.8,37.6,104777,7.8,7.1,8.5,22389,8.9,7.7,10.3,25824,12.9,12.0,13.9,37343,3.2,3.0,3.4,9103,3
2939,14523,331,190,374,532,57118,59315,52356,32395,16986,253.1,225.8,85.1,77.8,8.1,7.4,395.048334,81.92373246,7.9037158,246.527205,170.8577172,694.358615,254,452286,93686,509,42,40.8,38.7,42.9,150074,30.1,28.7,31.6,110677,7.2,6.5,8.0,26639,8.3,7.0,9.8,30479,11.5,10.6,12.5,42410,2.9,2.7,3.1,10606,3
2940,14523,331,190,374,532,24020,21325,15734,8435,3902,253.1,225.8,85.1,77.8,8.1,7.4,174.8595054,36.26174851,3.498406945,109.1198757,75.62643187,307.3426553,21,192120,25156,50,42,45.3,43.6,47.0,68403,36.6,35.2,37.8,55253,5.6,5.1,6.0,8384,7.1,6.3,7.9,10643,10.8,10.1,11.4,16257,2.5,2.3,2.6,3714,3
2941,14523,331,190,374,532,44056,38855,28460,14752,6821,253.1,225.8,85.1,77.8,8.1,7.4,275.8441598,57.20359054,5.518802779,172.1386571,119.3021192,484.8388215,78,298456,42641,1238,42,44.6,42.7,46.4,109104,34.4,33.0,35.9,84208,5.8,5.3,6.3,14102,7.3,6.4,8.3,17935,10.3,9.6,11.0,25187,2.5,2.3,2.6,6007,2
2942,14523,331,190,374,532,114570,117568,102137,53408,28105,253.1,225.8,85.1,77.8,8.1,7.4,794.4997824,164.7605673,15.89552453,495.8021433,343.6197737,1396.456385,277,937847,169553,58,42,44.5,42.9,46.2,313134,33.9,32.7,35.2,238332,7.2,6.7,7.8,50635,8.5,7.5,9.6,60056,14.6,13.6,15.5,102346,3.4,3.2,3.6,23966,1
2943,14523,331,190,374,532,20020,22637,21597,15835,8460,253.1,225.8,85.1,77.8,8.1,7.4,133.8662224,27.76070582,2.678256014,83.53829847,57.89690828,235.2906132,103,156519,44012,569,42,48.3,45.9,50.4,61499,34.4,32.9,35.9,43793,9.7,8.7,10.8,12302,11.5,9.7,13.4,14645,13.9,12.7,15.2,17756,3.6,3.3,3.9,4554,3
2944,14523,331,190,374,532,25408,25917,21765,13480,6285,253.1,225.8,85.1,77.8,8.1,7.4,158.8967301,32.95144438,3.179040356,99.15841528,68.72255935,279.2856062,38,175730,36997,683,42,43.5,41.3,45.7,62241,31.2,29.6,32.8,44687,7.5,6.7,8.3,10739,8.7,7.5,10.2,12518,11.5,10.6,12.5,16528,2.9,2.7,3.1,4124,2
2945,14523,13029,15577,374,14504,15950,16983,15830,10802,5341,253.1,225.8,85.1,77.8,8.1,7.4,109.1923108,22.64391692,2.184606079,68.14071309,47.22548445,191.9223932,76,126437,29936,64,42,41.9,39.8,44.1,43675,31.3,29.6,32.8,32590,8.2,7.4,9.1,8520,9.5,8.1,11.1,9865,12.2,11.2,13.3,12717,3.1,2.9,3.4,3218,4
2946,14523,331,190,374,532,35981,32739,24579,13202,6538,253.1,225.8,85.1,77.8,8.1,7.4,196.7468722,40.80067356,3.936306593,122.778537,85.09267992,345.8130914,28,212161,37356,535,42,35.9,33.7,38.3,60467,26.8,25.2,28.5,45196,5.6,5.0,6.3,9401,5.9,4.9,7.3,9990,9.0,8.2,9.9,15171,2.3,2.2,2.5,3951,2
2947,14523,331,190,15432,532,19696,19734,16380,10149,4282,253.1,225.8,85.1,77.8,8.1,7.4,119.396057,24.75993388,2.388752011,74.50829098,51.63858694,209.8570571,12,128874,27113,688,42,40.8,38.5,43.1,43770,30.6,28.9,32.2,32832,6.9,6.2,7.7,7415,8.1,6.8,9.5,8715,11.0,10.1,12.0,11832,2.8,2.6,3.0,2969,2
2948,14523,331,190,374,532,40457,36991,29388,16953,8584,224.8,199.9,72.9,66.5,6.2,5.4,122.6700165,72.40009156,6.480446327,134.5652908,119.1014342,420.0270929,90,336506,47766,694,43,40.9,39.4,42.5,105279,34.1,32.9,35.2,87680,6.0,5.6,6.4,15353,6.0,5.4,6.7,15485,11.1,10.6,11.7,28576,2.8,2.6,2.9,7075,3
2949,14523,331,190,374,532,249508,225144,179542,102918,55947,224.8,199.9,72.9,66.5,6.2,5.4,685.0390663,404.3114408,36.18943754,751.467097,665.1106571,2345.601441,648,1892004,307269,1510,43,47.1,45.4,48.8,696450,37.7,36.5,38.8,557349,6.6,6.1,7.1,97014,5.7,5.1,6.4,84995,13.4,12.6,14.2,198276,3.1,2.9,3.3,45733,1
2950,14523,331,190,374,532,51708,45813,35670,19091,9014,224.8,199.9,72.9,66.5,6.2,5.4,127.6914428,75.36374752,6.745719657,140.0736433,123.9767827,437.2206595,16,345995,57101,1515,43,43.8,42.1,45.4,119229,35.7,34.4,37.0,97195,6.0,5.5,6.4,16223,5.7,5.0,6.4,15412,11.5,10.9,12.2,31365,2.7,2.5,2.8,7276,2
2951,14523,331,190,374,532,21931,19593,16149,8867,4861,224.8,199.9,72.9,66.5,6.2,5.4,78.21463045,46.1624329,4.131944619,85.79907947,75.93929575,267.8100549,48,214231,26525,1516,43,36.1,34.3,37.8,64988,30.6,29.3,31.8,55102,5.1,4.7,5.5,9212,5.3,4.6,6.0,9493,8.9,8.4,9.4,16030,2.4,2.3,2.5,4282,4
2952,14523,331,190,374,532,51452,43712,37485,25001,14794,224.8,199.9,72.9,66.5,6.2,5.4,146.2167049,86.29739461,7.72437744,160.3952944,141.963128,500.6519053,104,420201,71392,755,43,50.5,47.9,52.8,149238,39.1,37.3,40.8,115484,8.7,8.0,9.6,25838,7.3,6.3,8.4,21619,18.0,16.7,19.3,53095,4.2,3.9,4.5,12401,3
2953,14523,331,190,374,532,162184,132755,87556,50461,21590,224.8,199.9,72.9,66.5,6.2,5.4,346.7005483,204.623364,18.31559462,380.3199955,336.6147142,1187.116686,195,914075,135322,1529,43,34.5,32.8,36.1,256993,26.7,25.6,27.9,198827,5.0,4.6,5.5,37455,4.6,3.9,5.4,34176,9.2,8.6,9.8,68319,2.3,2.2,2.4,17085,1
2954,14523,331,190,16201,532,18597,20906,20239,11936,5506,224.8,199.9,72.9,66.5,6.2,5.4,51.17764032,30.20514671,2.703626857,56.1403206,49.68883624,175.2343082,12,129100,32206,1532,43,40.0,38.0,42.0,45927,31.4,29.9,32.8,36015,7.2,6.6,8.0,8282,6.6,5.6,7.7,7530,11.4,10.5,12.4,13102,3.0,2.8,3.2,3431,2
2955,14523,331,190,374,532,339877,314560,232267,120425,62227,224.8,199.9,72.9,66.5,6.2,5.4,909.834988,536.9864479,48.06502007,998.061411,883.367061,3115.31176,614,2552213,377154,23,43,42.1,40.6,43.5,820238,35.7,34.6,36.6,695465,6.3,5.9,6.8,123684,6.3,5.5,7.0,122040,11.6,10.9,12.3,226524,3.1,2.9,3.2,59528,1
2956,14523,331,190,374,532,131887,111675,74127,39659,15946,224.8,199.9,72.9,66.5,6.2,5.4,296.3131325,174.8846094,15.65371397,325.0465271,287.6931141,1014.588138,81,781321,106598,1542,43,42.7,40.9,44.5,276089,34.7,33.3,36.0,224533,5.1,4.6,5.5,32828,5.1,4.3,5.9,32932,9.0,8.4,9.7,58354,2.3,2.2,2.5,15030,2
2957,14523,331,190,374,532,18251,16659,12722,6629,3714,224.8,199.9,72.9,66.5,6.2,5.4,55.92071172,33.00451703,2.954195175,61.34332619,54.29392738,191.4747763,50,155744,21622,1548,43,48.3,46.3,50.4,54750,41.1,39.6,42.6,46553,6.0,5.6,6.5,6840,5.9,5.2,6.6,6677,11.6,10.9,12.3,13132,2.8,2.6,3.0,3165,4
2958,14523,331,190,374,532,23763,23092,18523,10243,4587,224.8,199.9,72.9,66.5,6.2,5.4,61.89206304,36.52882064,3.269651411,67.89371763,60.09156666,211.9209245,18,164092,29137,637,43,46.4,44.8,48.0,61039,36.4,35.2,37.5,47861,6.4,5.8,6.9,8363,6.8,5.9,7.7,8883,11.8,11.0,12.5,15490,2.9,2.7,3.1,3783,2
2959,14523,331,190,374,532,100999,92969,73993,43527,26674,224.8,199.9,72.9,66.5,6.2,5.4,289.9989252,171.1579515,15.32014524,318.1200331,281.5625928,992.9680369,203,834825,133011,243,43,45.9,43.8,47.9,281334,37.8,36.3,39.0,231623,6.6,6.1,7.2,40686,5.6,4.9,6.4,34602,15.0,13.9,16.0,91707,3.5,3.2,3.7,21277,3
2960,14523,331,190,374,532,119832,99900,78676,37291,15498,224.8,199.9,72.9,66.5,6.2,5.4,271.752363,160.3887936,14.35621069,298.1041072,263.8468397,930.4910707,128,711421,107897,1553,43,33.6,32.3,35.1,192056,28.7,27.7,29.7,163979,5.2,4.8,5.6,29483,4.6,4.0,5.1,26032,11.2,10.6,11.8,63795,2.5,2.4,2.6,14334,2
2961,14523,331,190,374,532,43417,45724,38800,21004,10336,224.8,199.9,72.9,66.5,6.2,5.4,116.5468979,68.78621461,6.156972487,127.8484153,113.1564427,399.0612875,26,321184,62311,1557,43,44.2,42.6,45.8,113161,34.8,33.6,35.8,89087,6.7,6.2,7.3,17168,6.6,5.7,7.6,16966,12.7,11.9,13.4,32399,3.1,2.9,3.2,7860,2
2962,14523,331,190,16461,532,15522,17789,16641,10627,5489,224.8,199.9,72.9,66.5,6.2,5.4,46.2169209,27.27732008,2.441560569,50.69856171,44.87242865,158.2486045,62,126146,29807,713,43,48.7,46.3,50.7,49725,36.5,34.8,38.1,37284,8.3,7.4,9.1,8434,8.4,7.2,9.6,8574,12.7,11.6,13.7,12980,3.3,3.1,3.5,3351,4
2963,14523,331,190,374,532,22352,21008,16305,10105,5015,224.8,199.9,72.9,66.5,6.2,5.4,56.46224485,33.32413097,2.98280344,61.93737162,54.81970682,193.3290077,9,150889,27355,1141,43,46.1,44.3,47.7,56504,36.2,34.9,37.6,44409,6.5,6.0,7.0,7948,6.1,5.4,6.9,7520,11.9,11.3,12.7,14653,2.9,2.7,3.0,3503,2
2964,14523,331,190,374,532,623867,545313,416602,210888,102776,224.8,199.9,72.9,66.5,6.2,5.4,1620.673796,956.5249487,85.61741369,1777.830043,1573.526922,5549.252561,918,4525519,651673,391,43,45.6,44.2,47.0,1572384,36.3,35.2,37.3,1251237,6.2,5.8,6.7,214400,6.0,5.3,6.7,205605,13.4,12.7,14.1,460821,3.0,2.8,3.1,102160,1
2965,14523,331,190,374,532,27312,23690,20159,10692,4504,224.8,199.9,72.9,66.5,6.2,5.4,76.79112266,45.32227573,4.056743147,84.23753456,74.55719909,262.9359067,42,194843,29297,1567,43,39.1,37.5,40.8,67042,32.5,31.2,33.7,55721,5.5,5.1,5.9,9355,5.4,4.7,6.1,9209,9.4,8.9,10.1,16168,2.5,2.3,2.6,4227,2
2966,14523,331,190,374,532,106067,82153,62876,42062,24639,224.8,199.9,72.9,66.5,6.2,5.4,298.6844957,176.2841928,15.77898902,327.6478408,289.9954922,1022.707781,271,839539,119536,1143,43,54.8,52.2,57.2,319830,44.2,42.6,45.7,258117,7.9,7.2,8.7,46347,6.8,5.8,7.8,39531,17.2,15.9,18.6,100541,4.0,3.6,4.3,23101,3
2967,14523,331,190,374,532,30560,31954,27441,15237,9533,224.8,199.9,72.9,66.5,6.2,5.4,87.95636308,51.91202318,4.646583626,96.48546496,85.39763252,301.166141,88,254574,49559,36,43,56.4,55.0,57.7,109233,43.2,42.2,44.3,83730,7.8,7.3,8.3,15076,7.8,6.9,8.6,15061,14.3,13.6,15.0,27792,3.5,3.3,3.7,6757,3
2968,14523,331,190,374,532,21731,22258,18039,11126,5040,224.8,199.9,72.9,66.5,6.2,5.4,59.10678913,34.88494635,3.122510173,64.83835656,57.3873189,202.3840341,35,160173,30241,136,43,48.3,46.3,50.2,61261,37.2,35.7,38.7,47177,7.3,6.6,7.9,9213,7.7,6.6,8.8,9763,12.0,11.2,12.8,15229,3.0,2.8,3.2,3757,2
2969,14523,331,190,15414,532,17316,15902,12534,6838,3078,224.8,199.9,72.9,66.5,6.2,5.4,44.36501556,26.18432181,2.34372759,48.66707767,43.07439692,151.9076058,8,114852,19451,1578,43,47.1,45.3,49.0,43786,38.0,36.4,39.5,35327,6.7,6.2,7.3,6255,7.1,6.2,8.1,6634,11.8,11.0,12.5,10967,2.9,2.7,3.0,2664,2
2970,14523,331,190,374,532,32040,31619,28033,16217,9596,224.8,199.9,72.9,66.5,6.2,5.4,106.0342567,62.5816325,5.601607702,116.3163664,102.9496238,363.0655791,267,298042,49312,1592,43,40.4,38.5,42.1,94573,32.2,30.8,33.6,75388,6.4,5.9,6.9,14926,6.3,5.6,7.2,14860,11.0,10.4,11.7,25823,2.9,2.7,3.0,6693,3
2971,14523,331,190,374,532,27309,28310,25579,15329,9538,224.8,199.9,72.9,66.5,6.2,5.4,87.82046241,51.83181433,4.639404226,96.33638604,85.26568532,300.7008116,54,245720,46694,1595,43,44.1,42.4,45.8,84638,36.5,35.2,37.9,69987,7.4,6.8,8.0,14230,7.5,6.5,8.6,14450,12.5,11.8,13.3,24021,3.2,3.0,3.4,6123,3
2972,14523,331,190,374,532,19388,18170,14670,6890,4933,224.8,199.9,72.9,66.5,6.2,5.4,59.52656354,35.13269805,3.144686134,65.29883636,57.79488169,203.8213587,48,159883,24676,872,43,44.0,42.1,45.8,54263,37.9,36.4,39.4,46735,5.6,5.1,6.0,6852,5.5,4.8,6.2,6722,10.2,9.6,10.8,12594,2.5,2.4,2.7,3134,4
2973,14523,331,190,374,532,80916,77358,61451,35047,15025,224.8,199.9,72.9,66.5,6.2,5.4,203.8251374,120.2980078,10.767732,223.5899992,197.8956788,697.9055057,97,535187,96577,50,43,40.8,38.7,42.9,177437,34.0,32.3,35.4,147965,6.5,5.8,7.2,28102,6.4,5.3,7.5,27802,10.7,9.8,11.6,46565,2.7,2.6,2.9,11942,2
2974,14523,331,190,374,532,43190,43379,38751,22456,12566,224.8,199.9,72.9,66.5,6.2,5.4,124.9544585,73.74837384,6.601129474,137.0712545,121.3194197,427.8491146,115,358484,68411,1605,43,49.4,47.4,51.3,135074,40.3,38.8,41.8,110135,7.2,6.7,7.8,19627,6.3,5.6,7.1,17186,14.0,13.1,14.9,38131,3.3,3.1,3.5,9070,3
2975,14523,331,190,15183,532,17724,19847,16321,9602,4387,224.8,199.9,72.9,66.5,6.2,5.4,47.72769486,28.16898192,2.521372163,52.35583496,46.33925283,163.4215556,20,125963,26729,1608,43,45.4,43.1,47.7,47252,35.5,33.8,37.2,36922,7.1,6.4,8.0,7430,7.3,6.1,8.6,7624,11.0,10.1,12.0,11444,2.8,2.6,3.1,2946,2
2976,14523,331,190,374,532,16000,15834,15001,8840,4778,224.8,199.9,72.9,66.5,6.2,5.4,47.00335118,27.74147282,2.48310633,51.5612519,45.63598096,160.9413736,0,130552,25788,1613,43,40.0,38.0,42.1,41519,31.7,30.1,33.2,32895,6.3,5.8,7.0,6566,6.1,5.3,7.1,6364,10.0,9.2,10.8,10383,2.7,2.5,2.8,2753,3
2977,100657,13635,16089,10560,13749,15035,13443,9856,5655,2635,224.8,199.9,72.9,66.5,6.2,5.4,34.71917223,20.49132559,1.83415425,38.08587985,33.70915995,118.8798485,6,90414,14954,1618,43,41.2,39.1,43.3,30252,32.4,30.7,34.0,23816,5.8,5.3,6.4,4264,5.6,4.7,6.6,4128,9.6,8.9,10.4,7087,2.5,2.4,2.7,1845,2
2978,14523,331,190,374,532,26561,27382,25590,16720,9595,224.8,199.9,72.9,66.5,6.2,5.4,79.40910767,46.86741577,4.195046799,87.10938478,77.09902454,271.8999931,194,222277,47438,679,43,43.7,41.9,45.5,75818,33.0,31.7,34.3,57301,8.0,7.4,8.8,13919,7.9,6.9,9.0,13631,13.2,12.4,14.0,22842,3.4,3.2,3.6,5838,4
2979,14523,331,190,374,532,275081,260489,191723,101672,50926,224.8,199.9,72.9,66.5,6.2,5.4,719.1459957,424.4414195,37.99124805,788.8813649,698.2253849,2462.384946,409,1983675,306980,1634,43,43.0,41.5,44.5,660059,33.2,32.2,34.2,509908,6.2,5.7,6.8,95392,6.2,5.4,7.2,95558,12.0,11.3,12.7,184024,2.8,2.7,3.0,43164,1
2980,14523,331,190,374,532,178598,142110,108868,50844,24837,224.8,199.9,72.9,66.5,6.2,5.4,430.7233803,254.2138092,22.75437656,472.490496,418.1932456,1474.814257,294,1176584,160972,1639,43,34.5,32.9,36.1,337286,27.9,26.9,28.9,272867,5.1,4.7,5.6,50058,4.6,3.9,5.4,45111,8.6,8.0,9.2,84176,2.4,2.3,2.5,23438,1
2981,14523,331,190,374,532,34693,27294,19571,11427,6133,224.8,199.9,72.9,66.5,6.2,5.4,95.16841165,56.16858881,5.027583767,104.3968637,92.39987604,325.8604867,56,269624,34315,1648,43,52.0,49.1,54.7,96319,41.7,39.5,43.7,77178,7.2,6.4,8.0,13347,6.2,5.1,7.2,11417,16.6,15.2,17.8,30636,3.7,3.4,4.1,6899,3
2982,14523,331,190,374,532,86984,66582,50940,31477,13894,224.8,199.9,72.9,66.5,6.2,5.4,195.4758692,115.3702529,10.32665451,214.431105,189.7892985,669.3172743,90,508313,81426,535,43,38.0,36.4,39.5,160153,30.6,29.4,31.8,128962,5.4,4.9,5.9,22735,5.0,4.3,5.8,21123,9.6,8.9,10.2,40266,2.4,2.3,2.6,10121,2
2983,14523,331,190,374,532,43964,34307,27740,15136,8084,216.2,199.9,65.3,62.2,5.8,5.4,134.2940494,88.78761509,6.00818448,108.036058,117.0483347,411.2268488,22,334977,45623,590,44,33.6,31.8,35.4,80229,28.0,26.6,29.2,66848,4.2,3.8,4.6,10048,4.1,3.5,4.7,9685,8.2,7.6,8.9,19682,2.2,2.1,2.3,5239,3
2984,14523,331,190,374,532,147705,120319,99969,53264,27383,216.2,199.9,65.3,62.2,5.8,5.4,440.1081366,290.9745592,19.69000777,354.05551,383.5905217,1347.671643,282,1106700,164497,1667,44,34.6,32.9,36.3,290564,29.1,28.0,30.2,244366,4.5,4.1,5.0,37811,4.5,3.8,5.3,38040,8.6,7.9,9.2,72049,2.4,2.2,2.6,20124,1
2985,14523,331,190,374,532,65801,45359,35371,21191,11030,216.2,199.9,65.3,62.2,5.8,5.4,237.5786603,157.0735468,10.629037,191.1258319,207.0693874,727.4985323,122,576496,59457,1671,44,33.0,31.1,34.7,136659,28.0,26.7,29.3,116061,4.0,3.6,4.3,16376,3.7,3.2,4.2,15286,6.6,6.2,7.1,27505,2.0,1.9,2.2,8431,3
2986,14523,331,190,374,532,17793,16527,20787,16997,9153,216.2,199.9,65.3,62.2,5.8,5.4,65.55995451,43.34452668,2.933088271,52.74127243,57.14090484,200.7535972,32,155577,40002,64,44,37.0,35.2,38.9,47000,27.2,26.0,28.4,34515,7.2,6.5,8.1,9192,6.3,5.4,7.4,8001,10.8,9.9,11.8,13741,3.3,3.1,3.6,4197,4
2987,14523,331,190,374,532,30916,27410,23118,12845,6834,216.2,199.9,65.3,62.2,5.8,5.4,97.88517401,64.71612996,4.37928699,78.74606791,85.31499839,299.7378651,64,244101,38967,1673,44,38.6,36.8,40.2,71038,30.4,29.2,31.5,55898,5.1,4.6,5.6,9341,5.4,4.6,6.2,9889,9.7,9.0,10.4,17844,2.6,2.4,2.8,4792,3
2988,14523,331,190,374,532,18598,21373,18511,10358,6127,367.1,322.7,130.3,121.5,11.7,9.9,100.9033193,64.90395801,3.678766851,109.5746983,98.01285967,317.9505635,46,160985,31691,1677,45,29.3,27.5,31.1,39620,22.5,21.3,23.8,30467,5.0,4.4,5.6,6752,5.4,4.4,6.4,7257,7.5,6.8,8.3,10172,2.3,2.2,2.5,3161,4
2989,14523,331,190,374,532,33345,26286,19606,10796,5628,263.2,231.8,90.3,81.7,7.3,6.3,124.8718446,58.61559121,2.677020341,118.4581501,103.9855089,327.7119067,32,229534,32701,1687,46,25.0,23.7,26.4,48712,20.1,19.1,21.1,39107,3.8,3.5,4.2,7477,3.5,2.9,4.2,6835,6.8,6.4,7.3,13257,1.9,1.8,2.0,3733,1
2990,14523,331,190,374,532,47481,47948,40470,23605,10055,263.2,231.8,90.3,81.7,7.3,6.3,183.2462421,86.01688276,3.928458965,173.8343092,152.5960779,480.9088516,106,335594,65652,1415,46,42.9,41.2,44.6,114125,33.8,32.6,35.0,89827,6.0,5.5,6.6,15980,6.2,5.3,7.1,16538,11.2,10.4,11.9,29643,2.7,2.5,2.9,7207,2
2991,14523,331,190,374,532,164599,159215,120500,67893,34020,263.2,231.8,90.3,81.7,7.3,6.3,605.0071128,283.9939596,12.97022841,573.9326073,503.8123099,1587.772128,178,1142004,205097,1697,46,27.5,26.1,29.0,242282,22.2,21.3,23.1,195723,4.9,4.5,5.4,43440,4.3,3.5,5.1,38006,8.4,7.8,9.1,74010,2.3,2.2,2.5,20430,2
